"Carimbo de data/hora","Qual é o seu Curso?","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","1)      Organizei meus estudos com base no plano de ensino (programação) da(o) disciplina/tema/módulo ","2)      Mantive um relacionamento cordial com o(a) professor (a) coordenador (a) da disciplina ","3)      Mantive um relacionamento cordial com o (a) tutor (a) presencial ","4)      Mantive um relacionamento cordial com o (a) tutor (a) a distância","5)      Mantive um relacionamento cordial com o (a) coordenador (a) do polo","6)      Frequentei as atividades presenciais conforme programado","7)      Participei das atividades a distância conforme programado","8)      Compreendi os conteúdos ministrados na(o) disciplina/tema/módulo ","9)      Estive motivado/a ao longo da oferta da(o) disciplina/tema/módulo","10)      Aprofundei meus conhecimentos, de maneira autônoma, consultando outras fontes","11)      Realizei as atividades da disciplina/tema/módulo, atendendo aos prazos estabelecidos ","12)      Realizei as atividades da disciplina/tema/módulo observando os critérios estabelecidos ","13)      Dediquei horas de estudo à disciplina ao longo da semana ","14) O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo mostrou-se disponível para me atender e orientar ","15)      O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo me tratou com ética e respeito","16)      O(A) tutor(a) presencial mostrou-se disponível para me atender e orientar ","17)      O(A) tutor(a) presencial me tratou com ética e respeito ","18)      O(A) tutor(a) a distância mostrou-se disponível para me atender e orientar","19)      O(A) tutor(a) a distância me tratou com ética e respeito","20)      Tive acesso ao plano de ensino (programação) da(o) disciplina/tema/módulo ","21)      O plano de ensino (programação) da(o) disciplina/tema/módulo foi cumprido","22)      As atividades de tutoria realizadas contemplaram as necessidades da turma","23)      As atividades de tutoria foram executadas conforme o planejado","24)      Os conteúdos da(o) disciplina/tema/módulo foram ministrados com clareza e objetividade","25)      Os conceitos/conteúdos foram apresentados de forma contextualizada","26)      Fui estimulado a desenvolver o pensamento crítico","27)      Foram utilizados recursos diversos (vídeos, materiais complementares, webconferências, etc.) durante a oferta da(o) disciplina/tema/módulo","28) Esta disciplina contribuiu com minha formação cidadã e profissional ","29)      A interação com professores e colegas foi favorecida/estimulada","30)      O material didático fornecido para estudo da(o) disciplina/tema/módulo foi adequado","31)      O processo avaliativo da(o) disciplina/tema/módulo foi explicado aos discentes de forma clara e objetiva","32)      A avaliação da aprendizagem foi realizada com critérios bem definidos","33)      A avaliação da aprendizagem foi realizada de acordo com os conteúdos trabalhados","34)      Foram utilizados diferentes instrumentos/estratégias de avaliação (provas, seminários, produção textual, etc.)","35)      Os(As) instrumentos/estratégias de avaliação foram adequados(as), acessíveis aos discentes e os prazos/tempo foram suficientes","36)      As salas reservadas às atividades presenciais e seu mobiliário estavam em condições adequadas de uso","37)      A infraestrutura das bibliotecas atendeu adequadamente às necessidades discentes (sala de estudos, acervo, atendimento, etc.)","38)      Os recursos audiovisuais atenderam às necessidades do ensino no âmbito da(o) disciplina/tema/módulo","39)      O ambiente virtual de aprendizagem utilizado (Moodle/SIGAA) atendeu às necessidades dos discentes","40)      Os recursos de informática dos laboratórios, nos polos, atenderam às necessidades discentes","41)      O laboratório de atividades práticas estava adequado às atividades desenvolvidas","42)      As instalações físicas do polo (banheiros, espaços de convivência, espaço para alimentação, etc.) atendem às necessidades dos discentes","43) A acessibilidade nos espaços utilizados, incluindo o ambiente virtual, é adequada","Comentários Gerais (máximo 600 caracteres)","Sugestões de Melhoria (Máximo 600 caracteres)"
"2023/11/11 8:53:56 AM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","4","5","4","4","4","4","3","2","1","3","3","3","4","4","4","4","5","5","4","4","4","4","3","4","3","4","4","2","4","4","1","3","4","2","4","1","3","4","1","5","4","3","A disciplina tem sido muito boa, tenho aprendido muito e creio que os conteúdos trabalhados serão utilizados em minha prática profissional.","Para a adequada realização da disciplina, acredito que o prazo entre os tópicos de ensino deveria ser maior para que possamos ler o texto integralmente e realizar a atividade proposta com mais tranquilidade.
Aulas síncronas seriam uma ótima opção para que possamos ter a visão do professor acerca do conteúdo de cada tópico. "
"2023/11/11 9:16:34 AM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","1","5","5","1","4","4","2","2","4","4","4","4","2","4","5","5","5","5","4","4","3","4","3","2","2","2","2","3","3","3","3","3","4","3","1","2","2","1","1","1","2","2","","Melhoria em relação a estrutura do laboratório pois nossa disciplina e mais em laboratório mas não temos uma estrutura boa"
"2023/11/11 9:56:41 AM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","3","3","3","2","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","2","4","2","2","4","3","4","2","",""
"2023/11/11 10:18:35 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","2","3","4","4","3","4","2","2","3","4","3","3","3","2","3","4","4","4","4","2","3","3","4","3","2","4","3","3","4","4","2","4","4","3","3","3","2","4","4","4","5","3","2","Matéria otima","Mais aulas"
"2023/11/11 10:50:51 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","3","1","2","5","1","1","2","4","4","4","4","4","4","4","4","5","5","5","5","4","4","3","3","4","4","4","3","3","4","4","3","3","3","3","4","1","3","3","4","4","1","4","3","",""
"2023/11/11 11:54:04 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","3","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/11 12:30:46 PM GMT-3","FÍSICA","","","","","","FISICA MODERNA I","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/11 12:34:28 PM GMT-3","FÍSICA","","","","","","MECANICA CLASSICA I","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","4","4","3","3","3","4","3","3","",""
"2023/11/11 12:36:05 PM GMT-3","FÍSICA","","","","","","ESTRUTURA E FUNCION. DA EDUC. BASICA","3","3","4","4","3","3","3","3","3","3","4","4","4","3","3","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","3","4","4","3","3","3","4","3","3","",""
"2023/11/11 12:55:44 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","3","3","4","4","3","4","4","3","2","3","4","4","2","3","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","3","4","4","3","3","4","3","3","3","2","5","3","3","",""
"2023/11/11 1:01:21 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","3","2","1","2","1","3","4","3","3","2","4","3","3","2","2","2","2","2","2","3","3","2","2","3","3","2","3","2","3","2","2","3","3","4","2","3","1","2","3","1","1","1","1","","É de suma importância que nós alunos ENSINO EAD SEMIPRESENCIAL tenhamos um espaço mais adequado para as produções de nossos trabalhos acadêmicos, além de um laboratório para um melhor aprimoramento das atividades práticas. "
"2023/11/11 1:03:25 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","4","4","4","4","4","4","4","3","4","2","4","4","3","3","4","4","4","4","4","4","4","3","4","3","3","3","4","4","4","4","4","4","4","3","4","4","3","3","3","2","2","4","3","",""
"2023/11/11 1:09:20 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","4","3","4","4","4","4","4","3","4","4","4","4","3","3","4","4","4","4","4","3","4","4","4","3","3","3","4","4","4","4","4","4","4","3","3","4","3","3","3","2","3","4","4","",""
"2023/11/11 1:27:46 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","3","3","2","2","1","3","4","3","3","2","3","3","3","3","3","3","3","2","2","3","3","2","3","3","2","2","3","2","2","3","3","3","3","3","2","2","1","2","3","1","1","1","1","","É de suma importância que nós alunos ENSINO EAD SEMIPRESENCIAL tenhamos um espaço mais adequado para as produções de nossos trabalhos acadêmicos, além de um laboratório para um melhor aprimoramento das atividades práticas. "
"2023/11/11 1:39:35 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","3","3","2","3","2","2","3","2","2","2","3","3","2","2","3","2","3","2","3","3","2","2","3","2","3","2","3","2","2","3","3","3","2","3","2","2","1","2","3","1","1","1","2","",""
"2023/11/11 1:41:40 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","2","4","2","3","4","4","3","2","3","4","4","3","2","2","4","4","2","2","4","4","2","4","2","3","4","4","4","4","2","2","2","3","4","3","4","1","2","3","2","2","4","2","","Melhorias nos materiais de estudo disponibilizado na plataforma Moodle."
"2023/11/11 1:51:53 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","4","4","4","4","3","3","3","4","4","3","3","3","4","4","3","3","4","4","2","4","3","3","3","3","3","4","2","3","3","3","3","3","3","1","2","3","3","3","3","3","","Melhorias dos materiais de estudos."
"2023/11/11 2:10:52 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","2","2","2","3","4","4","4","4","2","4","4","4","4","3","3","1","2","2","2","3","3","2","","Mais disponibilidade dos tutores a distância."
"2023/11/11 2:20:17 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","5","4","4","4","4","3","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","3","4","3","2","",""
"2023/11/11 2:20:57 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","4","4","4","4","4","3","3","4","4","4","3","2","4","4","4","3","3","4","4","3","3","3","3","3","4","4","4","3","4","4","4","4","3","3","1","2","3","2","3","3","3","","Melhorias nos materiais de estudos. "
"2023/11/11 2:36:21 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","3","4","3","3","",""
"2023/11/11 2:39:23 PM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","4","3","4","5","2","4","4","4","4","3","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","3","4","4","4","4","4","4","3","4","2","3","3","3","2","2","3","2","",""
"2023/11/11 2:39:37 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","4","4","4","4","4","3","3","4","4","4","3","3","3","4","4","3","3","4","4","3","4","3","4","4","4","4","4","3","4","4","4","4","3","4","1","3","3","3","3","3","3","",""
"2023/11/11 2:41:56 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","3","5","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","4","4","1","5","1","1","O curso foi evoluindo a  cada semestre, que possibilitou melhorias no aprendizado e compreensão das disciplinas. As formas de avaliação são boas, os recursos audiovisuais de qualidade, os recursos didáticos são de fácil acesso e compreensão e o atendimento prestado pela equipe do curso e fundamental para o discente manter-se informado sobre as mudanças e possíveis duvidas sobre o curso.    ","Melhoria na qualidade do acesso à internet no polo, como também acontecer mais aulas on-line com o professores explicando e tirando dúvidas sobre os temas abordados. "
"2023/11/11 2:43:14 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","3","3","",""
"2023/11/11 2:44:30 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","5","4","4","4","4","3","3","4","4","4","3","3","3","4","4","3","3","4","4","2","4","3","4","4","4","4","4","3","3","3","4","4","3","3","1","3","3","2","2","2","2","",""
"2023/11/11 2:49:23 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","3","4","3","3","",""
"2023/11/11 2:54:15 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","4","4","4","4","3","3","4","4","4","3","3","3","4","4","3","3","4","4","3","4","3","3","4","4","4","4","3","3","3","4","4","3","3","1","3","3","3","3","3","3","",""
"2023/11/11 2:56:32 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","3","4","4","4","4","4","4","4","3","3","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","3","A professora é excelente, tira as dúvidas nas aulas via Meet, não temos do que reclamar.","Deixar as aulas via Meet sempre gravadas e postar na plataforma, para os alunos que não tenham disponibilidade de assistir às aulas nos horários marcados."
"2023/11/11 2:58:31 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","3","4","3","3","",""
"2023/11/11 2:58:56 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","3","4","2","4","4","3","3","3","2","3","2","4","3","3","4","4","3","3","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","2","3","3","3","3","3","3","3","2","",""
"2023/11/11 3:17:25 PM GMT-3","FÍSICA","","","","","","LABORATORIO BASICO III","2","4","5","5","4","1","2","1","1","2","2","3","3","1","3","2","4","2","4","2","3","1","2","1","1","1","2","1","1","3","1","2","2","2","2","1","1","1","1","1","1","1","1","",""
"2023/11/11 3:24:38 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","3","3","2","3","3","4","3","2","3","4","4","3","3","3","4","2","2","2","2","2","2","2","2","2","3","2","3","2","2","2","2","2","1","2","3","2","2","2","1","1","3","2","",""
"2023/11/11 3:36:41 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","3","2","2","2","3","3","4","2","2","4","4","4","4","2","4","2","5","5","5","4","1","2","2","1","2","2","4","1","2","4","3","3","3","2","4","4","4","4","4","1","1","2","2","As vezes temos problemas com acesso a internet no polo,já sala de informática dificilmente utilizamos,computadores velhos e internet super lenta.","Melhorias na internet,uma sala que esteja disponível para a turma nos sábados."
"2023/11/11 3:44:47 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","4","2","5","4","4","4","4","4","4","4","4","4","3","4","5","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","2","2","2","2","2","2","2","3","Conteúdos bem programados, não nos sobrecarregou de atividades,soube dá um espaço entre elas para produzirmos algo bom.","Para mim foi boa"
"2023/11/11 3:52:30 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","2","2","2","5","4","2","3","2","2","3","2","2","3","4","4","2","5","5","5","3","3","2","2","2","2","2","3","3","3","3","3","3","3","3","1","2","2","2","2","2","2","2","2","Sem dúvidas pediria consideração ao prazo de entrega ","Prazos maiores para entrega dos trabalhos "
"2023/11/11 3:54:32 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","4","4","4","4","3","3","4","4","4","4","4","3","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","","Que as vídeos aulas fossem gravadas ."
"2023/11/11 3:54:44 PM GMT-3","FÍSICA","","","","","","ESTRUTURA E FUNCION. DA EDUC. BASICA","3","4","5","1","1","3","4","4","4","1","4","4","4","4","4","5","5","5","5","4","4","1","1","4","4","3","3","4","4","4","4","4","4","4","4","1","1","1","4","1","1","1","2","",""
"2023/11/11 4:03:23 PM GMT-3","FÍSICA","","","","","","MECANICA CLASSICA I","4","4","4","4","1","3","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","2","1","1","4","1","1","2","4","A tutora do Polo de Igarapé-Miri na disciplina de Mecânica Clássica I,foi a professora Rayana Cabral,uma tutora de Excelência que exerce com amor e empenho sua função,se o outro tutor fosse como ela não estaríamos desassistidos por ele.Professora Rayana,junto ao Professor André Lehum desempenham com êxito sua disciplina.Espero que tenhamos a tutoria dela em muitas outras disciplinas até o final do curso.","O Pólo de Igarapé-Miri deve ter uma atenção a questão do Laboratório que é necessário.Pois o laboratório não está ativado,assim nas disciplinas em que precisamos usar somos prejudicados."
"2023/11/11 4:05:51 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","3","3","",""
"2023/11/11 4:10:25 PM GMT-3","FÍSICA","","","","","","FISICA MODERNA I","4","4","4","4","1","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","1","2","4","1","5","2","4","Professora Silvana é uma excelente professora, e a tutora Rayana Cabral desempenhou a tutoria nessa disciplina com mestria.",""
"2023/11/11 4:23:24 PM GMT-3","FÍSICA","","","","","","INSTRUM. PARA O ENSINO DA FISICA II","4","4","1","1","1","1","4","4","4","1","4","4","4","4","4","1","1","1","1","4","4","1","1","4","4","4","4","4","4","4","4","4","4","4","4","1","1","4","4","1","1","1","4","A Professora Maria Izabel que é a docente da disciplina de INSTRUMENTAÇÃO PARA O ENSINO DE FÍSICA desempenhou da melhor maneira possível sua disciplina, sem que houvesse dúvidas entre os discentes em relação ao conteúdo por ela apresentado.Mais somente ela conduziu a disciplina,pois o tutor não apareceu em nenhuma de suas aulas para orientar e auxiliar os alunos nos trabalhos propostos pela professora.
Em um dos trabalhos ela propôs fazer experimentos que seriam expostos em uma mini mostra científica realizada no Polo,porém não ocorreu por irresponsabilidade do tutor Alan que se negou a ajudar","Mudem o tutor Alan,pelo amor de Deus tirem ele.Queremos ser assistidos por um tutor que seja exemplar como a tutora Rayana. Não é justo estudarmos,nos esforçarmos e ele só ganhando sem fazer o trabalho dele.Em uma rara vez que compareceu ao polo ainda estava sob efeito de álcool."
"2023/11/11 5:03:09 PM GMT-3","FÍSICA","","","","","","MECANICA CLASSICA I","3","2","4","4","2","3","3","3","4","4","3","4","3","4","4","5","5","5","5","3","4","4","4","4","4","3","4","4","4","4","3","4","4","4","3","3","3","3","4","1","1","3","4","",""
"2023/11/11 5:35:26 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","4","4","4","4","4","4","4","3","4","4","4","4","4","3","4","4","4","3","3","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","3","3","4","","Gostaria de dar uma sugestão em relação a live de apresentação das disciplinas. Seria muito bom essas lives sedem gravadas e postadas na plataforma pois, as vezes a internet não colabora e ficamos sem a explicação do professor formador. "
"2023/11/11 5:50:33 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","3","4","5","2","4","4","3","3","3","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","2","3","3","3","2","2","2","3","","Acredito que o Polo em si deve oferecer mais para nós discentes, pois não temos infraestrutura suficiente para acatar todas as demandas, o Polo de Igarapé-Miri. Não temos Internet de qualidade, não temos laboratório de Biologia funcionando, não temos sala de informática funcionando e isso torna que nos prejudicando. "
"2023/11/11 5:54:24 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","3","3","4","3","4","3","4","3","4","","Uma sugestão. As lives de apresentação das disciplinas deveriam ser gravadas para possíveis consultas pois, nem sempre a internet está boa para participarmos no dia."
"2023/11/11 6:11:20 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","4","4","4","4","5","4","4","",""
"2023/11/11 6:19:33 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","2","2","2","3","3","3","2","3","3","3","3","3","3","3","3","4","4","4","4","3","2","1","1","1","3","2","1","3","2","4","2","2","2","2","2","2","4","4","2","4","5","2","1","",""
"2023/11/11 6:21:16 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","4","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","3","3","3","3","",""
"2023/11/11 6:46:02 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","3","3","4","5","4","2","4","3","2","2","3","3","2","3","4","4","4","5","5","2","1","3","3","3","3","3","2","3","3","3","3","3","1","1","3","2","2","3","3","2","5","2","3","Por motivos burocráticos a disciplina não saiu como o planejado... Então a forma de avaliação mudou...","Trabalhar de forma mais dinâmica no nosso ensino dessa disciplina, o nosso curso precisa de um olhar mais carinhoso e de mais suporte. Os professores e coordenadores estão dando tudo de si, mas o que falta é verba para desenvolver melhor nosso ensino."
"2023/11/11 6:53:02 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","3","3","3","5","3","4","4","3","2","3","4","4","3","3","3","3","3","5","5","4","4","2","3","2","1","1","4","3","2","2","3","3","3","4","3","2","2","2","3","1","1","1","1","",""
"2023/11/11 6:57:24 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","4","5","4","1","4","4","4","3","4","4","4","3","4","3","4","5","5","4","4","2","3","4","4","4","4","4","4","4","4","4","4","3","4","3","3","3","4","3","5","3","4","Uma disciplina maravilhosa que agrega tanto como pessoa quanto profissional! A professora é incrível e tem uma metodologia muito boa, que faz aprender de forma espontânea!","Só sinto falta de ao menos um encontro presencial por disciplina com os professores, pois com os tutores não faz muito sentido, sendo que o apoio que recebemos deles presencial, recebemos a distância!"
"2023/11/11 6:58:24 PM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","2","2","3","5","3","4","3","2","1","2","4","4","2","3","3","4","4","5","5","4","4","3","4","1","1","2","1","2","4","2","2","2","2","2","3","2","2","2","2","1","1","1","1","",""
"2023/11/11 6:59:55 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","3","4","4","3","3","4","3","3","4","2","4","3","4","4","4","4","4","3","4","4","3","3","3","3","3","4","4","4","4","4","4","3","4","3","4","3","3","3","3","2","2","2","4","","Gostaria que agregasse mais aulas presenciais, para melhor entendimento das disciplinas. Que os tutores presenciais e a distância se empenhassem mais, assim contribuindo com nosso desempenho. "
"2023/11/11 7:04:58 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","4","4","4","5","4","1","4","2","2","3","4","4","4","3","4","4","4","5","5","3","4","1","2","3","3","4","3","4","4","4","3","4","4","2","4","3","3","3","4","3","5","3","4","",""
"2023/11/11 7:24:13 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
